,movieId,title,genre,imdb score,poster
3114,7044,Wild at Heart (1990),"['Comedy', 'Crime', 'Drama']",7.2,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxYmJhMTMtNmZlZi00ZWJlLTlmMjctOTg5ZTg4MzZmOWM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3115,7047,Year of the Dragon (1985),"['Action', 'Crime', 'Drama']",6.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzcyOWI0N2ItMzA4Yi00NjQxLTg5NWUtZjI5ODNkMGMyMDU2XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UX182_CR0,0,182,268_AL_.jpg"
3116,7048,Nothing to Lose (1997),"['Action', 'Adventure', 'Comedy']",6.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDI4ZGFmMjUtMjU5ZS00ZDEwLWJlNjMtZTc3MDMwNzBhODhjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3117,7049,Flying Down to Rio (1933),"['Comedy', 'Musical', 'Romance']",6.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzNDgxNzI1NV5BMl5BanBnXkFtZTgwMjQxNjIzMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3118,7050,Follow the Fleet (1936),"['Comedy', 'Musical', 'Romance']",7.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNTMyNjU2M15BMl5BanBnXkFtZTgwMjIzMTkxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3119,7052,Mary of Scotland (1936),"['Biography', 'Drama', 'History']",6.4,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTVkY2MwNWYtMjY2YS00Y2E4LWIwM2EtNTkxYjczMDZmY2ZiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3120,7053,Roberta (1935),"['Comedy', 'Musical', 'Romance']",7.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2NzkxMTQ4MF5BMl5BanBnXkFtZTgwNjE1NDEzMTE@._V1_UY268_CR1,0,182,268_AL_.jpg"
3121,7054,Little Women (1949),"['Drama', 'Family', 'Romance']",7.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxMzkzOTU0NzFeQTJeQWpwZ15BbWU4MDEyMTYyMTMx._V1_UY268_CR3,0,182,268_AL_.jpg"
3122,7055,Swing Time (1936),"['Comedy', 'Musical', 'Romance']",7.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDkyOWIwNzUtN2FiYy00NGQyLTlhZTMtMzk2ZDRlYjY5NzM5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
3123,7058,Life with Father (1947),['Comedy'],7.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGI0YjUzOTItYTNlYS00N2IxLTlmZWUtZmQ5N2MwMTk3ZTMxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzQzNDEyOQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
3124,7059,National Velvet (1944),"['Drama', 'Family', 'Sport']",7.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxMTgzNjc0MV5BMl5BanBnXkFtZTcwODkxMzMyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
3125,7060,Jesus Christ Superstar (1973),"['Drama', 'History', 'Musical']",7.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTdkZmUwN2EtMDFjYi00ODMzLWI1MWYtYzU0NzYxZTk5NDk2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3126,7061,Dark Victory (1939),"['Drama', 'Romance']",7.6,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmRlOWMxNGEtMDJmZS00YTkyLTg2MzItNjA4ODM2MmQzZDljXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3127,7062,Birdman of Alcatraz (1962),"['Biography', 'Drama']",7.8,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NDc3MjIyMV5BMl5BanBnXkFtZTcwMTEyNDcyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3128,7070,Red River (1948),"['Action', 'Adventure', 'Romance']",7.8,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NDA3NTQ2OF5BMl5BanBnXkFtZTcwODUzNzU2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3129,7072,Stagecoach (1939),"['Adventure', 'Western']",7.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGQ4NDUyNWQtZTEyOC00OTMzLWFhYjAtNDNmYmQ2MWQyMTRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
3130,7076,Bullitt (1968),"['Action', 'Crime', 'Mystery']",7.5,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTQwNjkyMzctMjY1My00Y2U0LWE5MGEtNWY4M2FhZGYwODE1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
3131,7078,Jezebel (1938),"['Drama', 'Romance']",7.6,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzE3MzlmODUtZDQwZS00YTlkLThkN2MtYWVkYmQ0MzYwNzVmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3132,7080,42nd Street (1933),"['Comedy', 'Musical', 'Romance']",7.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNDExNjQ3Ml5BMl5BanBnXkFtZTgwMjM2NDgzMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3133,7082,That Touch of Mink (1962),"['Comedy', 'Romance']",6.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4NDIwODI4NF5BMl5BanBnXkFtZTgwMDQ2NjQzMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3134,7083,Sweet Dreams (1985),"['Biography', 'Drama', 'Music']",7.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGY3MzhlNjQtZGYzZC00ODVlLTg0MTctMTZjMzQxYWQ4OWQ2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3135,7084,"Play It Again, Sam (1972)","['Comedy', 'Romance']",7.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyOTc4MTk5M15BMl5BanBnXkFtZTYwMDIzMzY5._V1_UX182_CR0,0,182,268_AL_.jpg"
3136,7085,Send Me No Flowers (1964),"['Comedy', 'Drama', 'Romance']",7.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1ODE2MzIzOF5BMl5BanBnXkFtZTgwNzIyNjIzMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3137,7086,Pygmalion (1938),"['Comedy', 'Drama', 'Romance']",7.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BODI4MDE4MzYzNl5BMl5BanBnXkFtZTcwNDExMTgxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3138,7089,Amarcord (1973),"['Comedy', 'Drama']",8.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwNzM5MzE1MV5BMl5BanBnXkFtZTgwNDgzMTE1MjE@._V1_UY268_CR7,0,182,268_AL_.jpg"
3139,7091,Horse Feathers (1932),"['Comedy', 'Musical', 'Romance']",7.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4OTE4MzgyN15BMl5BanBnXkFtZTgwNzY5MTM4MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3140,7092,Anna Karenina (1935),"['Drama', 'Romance']",7.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3MTIxMDkyM15BMl5BanBnXkFtZTgwNDMzMTkxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3141,7096,Rivers and Tides (2001),['Documentary'],8.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA2NjM3OTc2MDBeQTJeQWpwZ15BbWU3MDA1NjQxNjE@._V1_UY268_CR3,0,182,268_AL_.jpg"
3142,7101,Doc Hollywood (1991),"['Comedy', 'Drama', 'Romance']",6.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGQ5YjFkNDctZTM2Zi00ZDFjLTk1ZWMtM2I2MzA0OWNlODE4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
3143,7102,Dragnet (1987),"['Comedy', 'Crime']",5.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyOTMzNjk0M15BMl5BanBnXkFtZTcwNzc5MjUyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
3144,7103,Madhouse (1990),['Comedy'],5.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxNTc0ODY4MV5BMl5BanBnXkFtZTcwMjYzNzA2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3145,7104,1941 (1979),"['Action', 'Comedy', 'War']",5.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDRkMGI1NTMtOWIzNi00MjhiLWE1ZDAtNjQ4MmUwOTk0NTJmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
3146,7107,Foul Play (1978),"['Comedy', 'Mystery', 'Thriller']",6.8,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MDA3MjI4MF5BMl5BanBnXkFtZTcwNzk5OTYyMQ@@._V1_UY268_CR20,0,182,268_AL_.jpg"
3147,7117,Leprechaun (1993),"['Comedy', 'Fantasy', 'Horror']",4.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjViNGJiMDMtNDQwNy00MzE1LTg2MDYtZDg3MWJiMDdiMDYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3148,7121,Adam's Rib (1949),"['Comedy', 'Drama', 'Romance']",7.6,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmEyY2ExYTMtN2VmNi00MTMwLWE3MmQtZDM1NDAxNDdhZDRlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
3149,7122,King of Hearts (1966),"['Drama', 'Comedy', 'War']",7.6,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTM4OTk1NTAyN15BMl5BanBnXkFtZTcwMjU2NjE2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3150,7123,Naked Lunch (1991),['Drama'],7.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTRiOTQ2ZWQtMmIwYy00Y2Y3LWFmMzgtNzgzZWU1MDhlOGJhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3151,7124,Grass (1999),"['Documentary', 'History']",7.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MzM5Mjg4NV5BMl5BanBnXkFtZTcwNTE5MjgxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
3152,7125,Spring Forward (1999),['Drama'],7.4,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NzkyMjk5MV5BMl5BanBnXkFtZTcwMjQzMzAzMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
3153,7127,Run (1991),"['Action', 'Drama', 'Thriller']",6.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzRlMzIxMDctZmFlYy00ZThlLWI2ZjItMDYzMTZiMDk5YjZiXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
3154,7139,In America (2002),['Drama'],7.8,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGY1YmUzN2MtNDQ3NC00Nzc4LWI5M2EtYzUwMGQ4NWM4NjE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR2,0,182,268_AL_.jpg"
3155,7141,My Flesh and Blood (2003),['Documentary'],8.4,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyNjM0MTU2Nl5BMl5BanBnXkFtZTcwMjk0MjEzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3156,7142,Honey (2003),"['Drama', 'Music', 'Romance']",5.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxODE4MTk0MF5BMl5BanBnXkFtZTcwMTg3NTAwMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3157,7147,Big Fish (2003),"['Adventure', 'Drama', 'Fantasy']",8.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMzM3MzgyNV5BMl5BanBnXkFtZTcwMTI4MzUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3158,7149,Something's Gotta Give (2003),"['Comedy', 'Drama', 'Romance']",6.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BODYyNmRlNDMtYzg1Zi00NzlhLWI4ZDMtZWUwOTQzMDZiYTQyXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
3159,7150,Stuck on You (2003),['Comedy'],5.8,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwODE1MTc3NF5BMl5BanBnXkFtZTcwMjQxMzQyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3160,7151,Girl with a Pearl Earring (2003),"['Biography', 'Drama', 'Romance']",7.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4NjU3NjA0N15BMl5BanBnXkFtZTcwNjI4MTQyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3161,7154,Mona Lisa Smile (2003),['Drama'],6.4,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTAxMjdjNzMtNTk1OC00YzkwLTgyMWYtYzc3NTFjYWRiNzNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3162,7155,Calendar Girls (2003),"['Comedy', 'Drama']",6.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NzcxMDU2MV5BMl5BanBnXkFtZTYwOTgyNTc2._V1_UX182_CR0,0,182,268_AL_.jpg"
3163,7158,House of Sand and Fog (2003),['Drama'],7.6,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzMjQ5NzM2M15BMl5BanBnXkFtZTYwMzU2NDY3._V1_UX182_CR0,0,182,268_AL_.jpg"
3164,7160,Monster (2003),"['Biography', 'Crime', 'Drama']",7.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NzI5NzEwNl5BMl5BanBnXkFtZTcwNjc1NjQyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3165,7161,Cheaper by the Dozen (2003),"['Comedy', 'Family']",5.8,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NzYxMjY0Ml5BMl5BanBnXkFtZTcwOTU0NDczMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3166,7162,Cold Mountain (2003),"['Adventure', 'Drama', 'History']",7.2,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NTc5NzcyOF5BMl5BanBnXkFtZTcwMDM0NjQyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
3167,7163,Paycheck (2003),"['Action', 'Mystery', 'Sci-Fi']",6.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMzU5NDk4MV5BMl5BanBnXkFtZTYwNDQxNzc3._V1_UX182_CR0,0,182,268_AL_.jpg"
3168,7164,Peter Pan (2003),"['Adventure', 'Family', 'Fantasy']",6.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0ODI2MzA0NV5BMl5BanBnXkFtZTYwNjUzMzg2._V1_UY268_CR1,0,182,268_AL_.jpg"
3169,7167,Japanese Story (2003),"['Drama', 'Romance']",6.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NTc4MDY3MF5BMl5BanBnXkFtZTcwNjczMzUyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
3170,7169,Chasing Liberty (2004),"['Comedy', 'Romance']",6.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2MTg5NDg4N15BMl5BanBnXkFtZTYwMjQ1NDI3._V1_UX182_CR0,0,182,268_AL_.jpg"
3171,7171,Aileen: Life and Death of a Serial Killer (2003),"['Documentary', 'Crime']",7.2,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWZlY2JlMmYtMGU2YS00MDU0LWFiZDEtOGE2OTJiY2RiMDI5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3172,7173,Along Came Polly (2004),"['Comedy', 'Romance']",5.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxMDMwODg3Nl5BMl5BanBnXkFtZTYwMTM4NTY3._V1_UX182_CR0,0,182,268_AL_.jpg"
3173,7175,Torque (2004),"['Action', 'Comedy', 'Crime']",4.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxNDY3OTY2OV5BMl5BanBnXkFtZTcwMjYzMTQyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3174,7177,Osama (2003),['Drama'],7.4,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NTM5MDAxMF5BMl5BanBnXkFtZTcwNTk0OTQyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3175,7179,Wuthering Heights (1992),"['Drama', 'History', 'Romance']",6.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwNzQ4MTIxNV5BMl5BanBnXkFtZTcwNjMwNTAwMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
3176,7181,Ship of Fools (1965),"['Drama', 'Romance', 'War']",7.2,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzM0Y2M3MzktYjQ4Yy00ZDYyLWIxMzktMzRjMzZiYTFhOGJhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
3177,7190,Jane Eyre (1970),['Drama'],6.5,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NzE0MDMyNF5BMl5BanBnXkFtZTcwOTY1ODg0MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
3178,7191,Blame It on the Bellboy (1992),['Comedy'],5.4,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjNjOGQxNTMtM2IwNS00NGZmLThlNGQtMmY0NzZkYWE4Yzk1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
3179,7192,Only the Strong (1993),"['Action', 'Drama']",6.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MDQxODYyNF5BMl5BanBnXkFtZTcwODI2OTQyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
3180,7202,Beyond Re-Animator (2003),"['Comedy', 'Crime', 'Horror']",5.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWJkZGFiYWQtZmU3ZS00NDhhLThlYzAtNzkzNjRhYTAxYjg3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL_.jpg"
3181,7208,Dr. Jekyll and Mr. Hyde (1941),"['Horror', 'Sci-Fi']",6.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTUzMDNlZDctNWM3My00YTg3LWFhODgtOGI5YmZhYjQ3Y2Y0XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
3182,7211,People Will Talk (1951),"['Comedy', 'Drama', 'Romance']",7.5,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NjE3NTA0Ml5BMl5BanBnXkFtZTcwMTY2OTQyMQ@@._V1._CR9,14,313,422_UY268_CR8,0,182,268_AL_.jpg"
3183,7212,I Was a Male War Bride (1949),"['Comedy', 'Romance', 'War']",7.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWExY2QwMzYtNGVhMy00NjcyLTk1MWQtMDA1M2JjMGFlNzE1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
3184,7215,To Have and Have Not (1944),"['Adventure', 'Comedy', 'Romance']",8.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMzQ5ODU0M15BMl5BanBnXkFtZTgwMTc3MzgyMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3185,7216,High Sierra (1941),"['Action', 'Adventure', 'Crime']",7.6,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTRhN2I1NGYtM2NlMC00MmNlLTlhYWQtNzA1YjM4ZTQ3NTJjXkEyXkFqcGdeQXVyMDQ2Njk1Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3186,7217,Dark Passage (1947),"['Film-Noir', 'Thriller']",7.6,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0OTY4Mzk3OV5BMl5BanBnXkFtZTgwMDU5NTY5MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3187,7219,They Drive by Night (1940),"['Crime', 'Drama', 'Film-Noir']",7.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwNDA3MzMzMV5BMl5BanBnXkFtZTcwMjQ4NDAwMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
3188,7223,D.O.A. (1950),"['Crime', 'Drama', 'Film-Noir']",7.4,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzA1MmY3MzktYWVmYy00Mzc1LWFhNzktNWM0NTRlYjZjZTg2XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
3189,7225,Pumping Iron (1977),"['Documentary', 'Sport']",7.5,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2OTIwNTQ2OF5BMl5BanBnXkFtZTcwNTA4NDAwMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
3190,7228,Cool World (1992),"['Animation', 'Comedy', 'Fantasy']",4.8,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmYzMGRkOTAtMDhlNS00ODBkLTkyMjgtYzlhM2E0NDY2MTkzXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
3191,7243,Intolerance: Love's Struggle Throughout the Ages (1916),"['Drama', 'History']",8.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM5Nzg2MTc3NF5BMl5BanBnXkFtZTgwODg0NDU5MTE@._V1_UY268_CR2,0,182,268_AL_.jpg"
3192,7245,Tormented (1960),"['Horror', 'Thriller']",4.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGRiMjFkZTgtNWRhMi00ZDRjLTlkNmUtZjlkNjg4MWQ2ZGQwL2ltYWdlXkEyXkFqcGdeQXVyMDM0NzcxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3193,7247,Chitty Chitty Bang Bang (1968),"['Adventure', 'Family', 'Fantasy']",6.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NTI5OTgwMF5BMl5BanBnXkFtZTgwODc2OTkwMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3194,7254,The Butterfly Effect (2004),"['Sci-Fi', 'Thriller']",7.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1ODkxNzg2N15BMl5BanBnXkFtZTYwMzQ2MTg2._V1_UX182_CR0,0,182,268_AL_.jpg"
3195,7255,Win a Date with Tad Hamilton! (2004),"['Comedy', 'Romance']",5.6,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0ODcyNjA4NF5BMl5BanBnXkFtZTcwMjM3NjQyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3196,7256,Touching the Void (2003),"['Documentary', 'Adventure', 'Drama']",8.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMzQ1NzMxOV5BMl5BanBnXkFtZTcwOTcyMDUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3197,7259,You Got Served (2004),"['Drama', 'Music']",3.5,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjkzZWZjZmMtMjliYi00Zjg5LTkzZGYtYzZkOGNhNzc5MzQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3198,7260,Latter Days (2003),"['Comedy', 'Drama', 'Romance']",7.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjk4ODA4MDYyNl5BMl5BanBnXkFtZTcwMDM0NTUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3199,7261,Barbershop 2: Back in Business (2004),"['Comedy', 'Drama']",5.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MTA2ODQ4MF5BMl5BanBnXkFtZTYwOTY1Njc3._V1_UX182_CR0,0,182,268_AL_.jpg"
3200,7262,Catch That Kid (2004),"['Adventure', 'Comedy', 'Crime']",5.2,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTcwMzMxNjUyM15BMl5BanBnXkFtZTYwNTY4MjY2._V1_UX182_CR0,0,182,268_AL_.jpg"
3201,7263,Miracle (2004),"['Biography', 'Drama', 'History']",7.5,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyOTk1OTcyNV5BMl5BanBnXkFtZTYwNjMzNDU3._V1_UX182_CR0,0,182,268_AL_.jpg"
3202,7285,Thirteen (2003),['Drama'],6.8,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0OTk5MzU3NF5BMl5BanBnXkFtZTcwOTQwNDAwMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3203,7292,Best Defense (1984),"['Comedy', 'War']",3.6,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGUxMGZhMzMtZWEzMi00YTMyLTllYjAtMzU4MzY2Zjg5YTNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3204,7293,50 First Dates (2004),"['Comedy', 'Romance']",6.8,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMzc4MDgxNF5BMl5BanBnXkFtZTYwNjUwMzE3._V1_UX182_CR0,0,182,268_AL_.jpg"
3205,7294,Welcome to Mooseport (2004),"['Comedy', 'Romance']",5.2,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NzI1NTczM15BMl5BanBnXkFtZTYwMTYwMTk2._V1_UX182_CR0,0,182,268_AL_.jpg"
3206,7303,The Diary of Anne Frank (1959),"['Biography', 'Drama', 'Family']",7.4,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWZkOThjMjQtNGRlOS00YWNlLWFhNDEtYjlmMmIxMDZmN2U2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
3207,7305,Black Widow (1987),"['Crime', 'Drama', 'Thriller']",6.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MDUyMzY2MF5BMl5BanBnXkFtZTcwNjMwMTUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3208,7308,King Solomon's Mines (1985),"['Action', 'Adventure', 'Comedy']",5.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjk3ZGYyZmUtYTQ3ZC00NDBjLWI5NTctNDY0OTFkMDYzNjlmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
